MASKED_STUDENT_ID,CUM_GPA
PUYYGAJ5,1.35
SQ2ITHXS,1.46
XSZIO9CF,1.94
VFHFORLA,1.92
GSTMKVOZ,1.81
8LQCP5CA,1.88
DF4F49FV,2.0
I4ZIROEC,1.19
Z1QW7MJA,1.63
IXGLHBSM,1.97
ZIEJGBW9,2.0
KRKKZDQH,1.97
ENCRKXTC,1.91
D53OWB32,1.96
T5HI88UE,1.74
K5UYV1GQ,1.85
LURHTPOU,1.81
WIYYNJR2,1.32
ZBFTZEWF,1.31
SGX5HK2E,1.72
NNWJS3HP,1.83
9VQKK84C,1.88
QIQQDPEM,1.83
KCCBLPVL,1.64
QMEF8JC8,1.92
8FLFITIO,1.86
ATTVKBHI,1.93
BWZOJX9E,1.77
QRTSNCMO,1.89
SEP4K1BY,1.96
K3RYEKCB,1.95
REZQPCCU,2.0
2XFNSHMY,1.93
9VANJKEY,1.88
P7LY7W7A,1.3
J7WKCPEP,1.84
A2KAYJ31,0.0
45LUVMYV,1.5
EIFGVGDG,1.62
BCIHQMJ4,1.9
ED1BLLUC,1.65
QWQLLAXI,1.89
2O9YUPYG,1.95
JU9CCAED,1.84
KWYOVH7K,1.72
GG3HSSWJ,1.89
5IAOCMTX,1.85
EQY7EK5G,1.83
ANVJRTHT,1.74
JD847CTC,1.3
ULSOK6FH,1.35
8RFJU1VI,1.92
VBB2XSGX,1.72
VSK9CGWQ,1.31
ASLWUMBT,1.93
RKJGR2NI,0.0
2EWL5GYZ,1.5
YPZYKF4Y,0.88
DH3KCAQI,1.97
Q9YBN1Y6,1.82
BU27OJMA,1.88
K2YPLEQE,1.84
BS9IKUZB,1.97
TC5WKNUV,1.69
YKW2C27D,2.0
XDNCI1KD,1.45
7TGL8KVP,1.98
KRQWBUPZ,1.89
124C9UYX,1.89
EKL8RSMT,1.98
82NFRDPW,1.1
NGLEXB7H,1.01
8DULQMAQ,1.63
7VRPCPCK,2.0
7KTPEZDC,1.33
3DBGR57S,1.98
WSKX3CQR,0.72
XESMKOJL,1.6
KSCL3AMB,1.89
ZPEX2JPO,1.97
FSTO9XHL,0.8
FNHOAQ3K,2.0
GDFL5YRG,2.0
NUELAOV1,1.99
23V9VTJZ,1.55
KJBINPNP,2.0
SIZSMIRW,1.78
K8NNEA2I,1.48
MCR1OSUW,1.67
TQJ1OUTI,1.88
D1HCFJUI,2.0
CKHQ1BCA,1.63
IQ3KMA3D,1.71
OW17OGPE,1.0
1R1VFO5T,1.81
CFU8HONN,1.72
RPO1BQLK,1.98
1EWTPZTG,1.96
Y3JAUTVH,1.85
DXBEDN66,1.85
PG4IRHEN,1.58
UWPLZBPH,1.83
PBC7ADUD,1.85
TNUD8EP7,1.75
4YOIIFHU,1.79
QCKYZ93I,1.74
1RIWUBXD,1.96
EC6RADG2,0.83
FCNSSA1I,1.33
WPIKYAZI,1.94
J4GYXVH2,1.77
BDI4BMRL,1.89
MFERC6G8,1.75
EGLUBA7N,1.67
LMO3KVM2,1.95
4MSKS4JF,0.9
E1QSNCTF,1.86
CLXXTJSU,1.43
ULOJ5HEC,1.75
TZ8IFBSE,1.5
GFO6ZSRV,1.79
45DJHLLD,1.92
JIHBKKOT,1.71
LUCLWGUC,1.64
I8IQDKNB,2.0
CJENZWXZ,1.5
37TXOCDY,0.75
